Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total
Indian Institute  of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
Indian Institute  of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",All India,Gender-Neutral,18,1,5,0,7,1,3,0,13,1,49
Indian Institute  of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,10
Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",All India,Gender-Neutral,16,0,4,0,6,0,3,0,10,1,40
Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,9
Indian Institute  of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",All India,Gender-Neutral,22,1,5,1,7,1,4,0,15,1,57
Indian Institute  of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),5,1,0,0,2,0,1,0,3,0,12
Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",All India,Gender-Neutral,16,1,5,0,6,0,3,0,11,1,43
Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,9
Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",All India,Gender-Neutral,14,1,4,0,5,0,3,0,9,1,37
Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,12,1,3,0,4,1,2,0,8,1,32
Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,8,0,2,0,3,0,1,0,7,0,21
Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,5
Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,14,1,4,0,5,0,3,0,9,1,37
Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,8
Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,0,3,0,4,0,2,0,8,0,28
Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,0,0,1,0,1,0,1,0,6
Indian Institute  of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,1,3,0,5,0,2,0,8,0,30
Indian Institute  of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
Indian Institute  of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,0,2,0,4,0,2,0,7,0,26
Indian Institute  of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,2,0,6
Indian Institute  of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,19,1,5,0,7,0,3,0,13,1,49
Indian Institute  of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,11
Indian Institute  of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,0,3,0,4,0,2,0,7,0,27
Indian Institute  of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,1,0,6
Indian Institute  of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,19,1,5,0,7,0,3,0,13,1,49
Indian Institute  of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,11
Indian Institute  of Technology Kharagpur,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,23,1,6,0,8,1,4,1,15,1,60
Indian Institute  of Technology Kharagpur,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),5,1,0,0,2,1,1,0,3,0,13
Indian Institute  of Technology Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,10,0,3,0,3,0,2,0,6,0,24
Indian Institute  of Technology Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,5
Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,1,2,0,5,0,2,0,6,0,25
Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,2,0,6
Indian Institute  of Technology Kharagpur,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,0,2,0,3,0,3,0,6,0,23
Indian Institute  of Technology Kharagpur,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,5
Indian Institute  of Technology Kharagpur,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,0,2,0,3,0,1,0,6,0,21
Indian Institute  of Technology Kharagpur,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,5
Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,10,1,3,0,5,0,2,0,7,0,28
Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,6
Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,7,0,2,0,3,0,1,0,5,0,18
Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
Indian Institute  of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,0,3,0,4,1,3,0,9,1,36
Indian Institute  of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,9
Indian Institute  of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,2,5,0,7,0,4,0,13,0,48
Indian Institute  of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,0,1,2,0,1,0,3,0,12
Indian Institute  of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20
Indian Institute  of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,1,0,1,0,5
Indian Institute  of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20
Indian Institute  of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,5
Indian Institute  of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20
Indian Institute  of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,5
Indian Institute  of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,2,5,0,8,0,4,0,14,0,52
Indian Institute  of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,1,13
Indian Institute  of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,2,5,0,7,1,4,0,14,0,52
Indian Institute  of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,13
Indian Institute  of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,3,0,3,1,2,0,7,1,28
Indian Institute  of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,2,0,7
Indian Institute  of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,9,0,32
Indian Institute  of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,1,0,1,1,8
Indian Institute  of Technology Hyderabad,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,0,1,6,0,20
Indian Institute  of Technology Hyderabad,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),1,1,1,0,1,0,0,0,1,0,5
Indian Institute  of Technology Hyderabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,2,5,0,8,0,4,0,14,0,52
Indian Institute  of Technology Hyderabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,1,0,1,1,1,0,4,0,13
Indian Institute  of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,2,1,4,0,1,1,8,0,28
Indian Institute  of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,2,0,7
Indian Institute  of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,3,0,3,1,2,0,8,0,28
Indian Institute  of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,1,1,0,1,0,0,0,2,0,7
Indian Institute  of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,1,1,3,0,2,0,5,0,20
Indian Institute  of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,2,0,5
Indian Institute  of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20
Indian Institute  of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,5
Indian Institute  of Technology Jodhpur,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,1,3,0,10,1,40
Indian Institute  of Technology Jodhpur,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,10
Indian Institute  of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,6,0,9,1,5,0,16,1,64
Indian Institute  of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,1,2,0,3,0,1,0,4,0,16
Indian Institute  of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,3,6,0,9,1,5,0,16,2,64
Indian Institute  of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,1,2,0,2,0,1,0,4,0,16
Indian Institute  of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,1,6,0,8,1,5,0,16,1,64
Indian Institute  of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),6,0,2,0,3,0,1,0,4,0,16
Indian Institute  of Technology Jodhpur,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,1,3,0,10,1,40
Indian Institute  of Technology Jodhpur,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,10
Indian Institute  of Technology Jodhpur,"Bio Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,3,1,6,0,3,0,10,1,40
Indian Institute  of Technology Jodhpur,"Bio Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),5,0,0,0,1,0,1,0,3,0,10
Indian Institute  of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,1,3,0,10,1,40
Indian Institute  of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,10
Indian Institute  of Technology Jodhpur,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,1,3,0,10,1,40
Indian Institute  of Technology Jodhpur,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,10
Indian Institute  of Technology Jodhpur,"Physics with Specialization (4 Years, Bachelor of Science)",All India,Gender-Neutral,11,0,2,0,3,0,2,0,6,0,24
Indian Institute  of Technology Jodhpur,"Physics with Specialization (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,1,0,6
Indian Institute  of Technology Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",All India,Gender-Neutral,11,0,2,0,3,0,2,0,6,0,24
Indian Institute  of Technology Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",All India,Female-only (including Supernumerary),3,0,1,0,1,0,0,0,1,0,6
